# t	u	y	backlog	allocated_capacity	service_rate	response_time
# model_name=cloud_server_workload, controlled_output=latency_deviation, dt=0.2 sec, dt_sim=0.02 sec, input_type=alternating_steps, preg_blackbox_enabled=False, r_preg=1, backlog_nom=8, arrival_rate=5, service_nom=5, service_gain=3, tau_capacity=1.5, half_saturation=2, abandonment=0.03, latency_gain=0.18
9.3800000000e+01	0.0000000000e+00	1.6650676491e+00	1.7250375829e+01	5.0000000000e+00	4.4805296224e+00	3.1050676491e+00
9.4000000000e+01	0.0000000000e+00	1.6651377765e+00	1.7250765425e+01	5.0000000000e+00	4.4805401355e+00	3.1051377765e+00
9.4200000000e+01	0.0000000000e+00	1.6652071091e+00	1.7251150606e+01	5.0000000000e+00	4.4805505289e+00	3.1052071091e+00
9.4400000000e+01	0.0000000000e+00	1.6652756561e+00	1.7251531423e+01	5.0000000000e+00	4.4805608042e+00	3.1052756561e+00
9.4600000000e+01	0.0000000000e+00	1.6653434263e+00	1.7251907924e+01	5.0000000000e+00	4.4805709626e+00	3.1053434263e+00
9.4800000000e+01	0.0000000000e+00	1.6654104286e+00	1.7252280159e+01	5.0000000000e+00	4.4805810056e+00	3.1054104286e+00
9.5000000000e+01	0.0000000000e+00	1.6654766716e+00	1.7252648176e+01	5.0000000000e+00	4.4805909344e+00	3.1054766716e+00
9.5200000000e+01	0.0000000000e+00	1.6655421641e+00	1.7253012023e+01	5.0000000000e+00	4.4806007502e+00	3.1055421641e+00
9.5400000000e+01	0.0000000000e+00	1.6656069144e+00	1.7253371747e+01	5.0000000000e+00	4.4806104546e+00	3.1056069144e+00
9.5600000000e+01	0.0000000000e+00	1.6656709312e+00	1.7253727395e+01	5.0000000000e+00	4.4806200485e+00	3.1056709312e+00
9.5800000000e+01	0.0000000000e+00	1.6657342225e+00	1.7254079014e+01	5.0000000000e+00	4.4806295335e+00	3.1057342225e+00
9.6000000000e+01	0.0000000000e+00	1.6657967968e+00	1.7254426649e+01	5.0000000000e+00	4.4806389106e+00	3.1057967968e+00
9.6200000000e+01	0.0000000000e+00	1.6658586621e+00	1.7254770345e+01	5.0000000000e+00	4.4806481812e+00	3.1058586621e+00
9.6400000000e+01	0.0000000000e+00	1.6659198265e+00	1.7255110147e+01	5.0000000000e+00	4.4806573464e+00	3.1059198265e+00
9.6600000000e+01	0.0000000000e+00	1.6659802979e+00	1.7255446099e+01	5.0000000000e+00	4.4806664074e+00	3.1059802979e+00
9.6800000000e+01	0.0000000000e+00	1.6660400842e+00	1.7255778245e+01	5.0000000000e+00	4.4806753655e+00	3.1060400842e+00
9.7000000000e+01	0.0000000000e+00	1.6660991931e+00	1.7256106629e+01	5.0000000000e+00	4.4806842217e+00	3.1060991931e+00
9.7200000000e+01	0.0000000000e+00	1.6661576324e+00	1.7256431291e+01	5.0000000000e+00	4.4806929774e+00	3.1061576324e+00
9.7400000000e+01	0.0000000000e+00	1.6662154097e+00	1.7256752276e+01	5.0000000000e+00	4.4807016336e+00	3.1062154097e+00
9.7600000000e+01	0.0000000000e+00	1.6662725324e+00	1.7257069624e+01	5.0000000000e+00	4.4807101914e+00	3.1062725324e+00
9.7800000000e+01	0.0000000000e+00	1.6663290080e+00	1.7257383378e+01	5.0000000000e+00	4.4807186520e+00	3.1063290080e+00
9.8000000000e+01	0.0000000000e+00	1.6663848438e+00	1.7257693577e+01	5.0000000000e+00	4.4807270164e+00	3.1063848438e+00
9.8200000000e+01	0.0000000000e+00	1.6664400471e+00	1.7258000262e+01	5.0000000000e+00	4.4807352859e+00	3.1064400471e+00
9.8400000000e+01	0.0000000000e+00	1.6664946250e+00	1.7258303472e+01	5.0000000000e+00	4.4807434614e+00	3.1064946250e+00
9.8600000000e+01	0.0000000000e+00	1.6665485847e+00	1.7258603248e+01	5.0000000000e+00	4.4807515441e+00	3.1065485847e+00
9.8800000000e+01	0.0000000000e+00	1.6666019332e+00	1.7258899629e+01	5.0000000000e+00	4.4807595349e+00	3.1066019332e+00
9.9000000000e+01	0.0000000000e+00	1.6666546773e+00	1.7259192652e+01	5.0000000000e+00	4.4807674350e+00	3.1066546773e+00
9.9200000000e+01	0.0000000000e+00	1.6667068240e+00	1.7259482355e+01	5.0000000000e+00	4.4807752454e+00	3.1067068240e+00
9.9400000000e+01	0.0000000000e+00	1.6667583800e+00	1.7259768778e+01	5.0000000000e+00	4.4807829671e+00	3.1067583800e+00
9.9600000000e+01	0.0000000000e+00	1.6668093520e+00	1.7260051956e+01	5.0000000000e+00	4.4807906010e+00	3.1068093520e+00
9.9800000000e+01	0.0000000000e+00	1.6668597467e+00	1.7260331926e+01	5.0000000000e+00	4.4807981483e+00	3.1068597467e+00
1.0000000000e+02	1.5000000000e+00	1.6669095705e+00	1.7260608725e+01	5.0000000000e+00	4.4808056099e+00	3.1069095705e+00
1.0020000000e+02	1.5000000000e+00	1.6613915499e+00	1.7229953055e+01	5.3389599567e+00	4.7836845547e+00	3.1013915499e+00
1.0040000000e+02	1.5000000000e+00	1.6457644413e+00	1.7143135785e+01	5.6356086671e+00	5.0468223021e+00	3.0857644413e+00
1.0060000000e+02	1.5000000000e+00	1.6214286395e+00	1.7007936886e+01	5.8952277036e+00	5.2749365337e+00	3.0614286395e+00
1.0080000000e+02	1.5000000000e+00	1.5896168771e+00	1.6831204873e+01	6.1224393574e+00	5.4721953185e+00	3.0296168771e+00
1.0100000000e+02	1.5000000000e+00	1.5514139466e+00	1.6618966370e+01	6.3212889346e+00	5.6422728379e+00	2.9914139466e+00
1.0120000000e+02	1.5000000000e+00	1.5077743528e+00	1.6376524182e+01	6.4953167791e+00	5.7884021619e+00	2.9477743528e+00
1.0140000000e+02	1.5000000000e+00	1.4595380350e+00	1.6108544639e+01	6.6476213054e+00	5.9134241142e+00	2.8995380350e+00
1.0160000000e+02	1.5000000000e+00	1.4074443167e+00	1.5819135093e+01	6.7809141632e+00	6.0198318628e+00	2.8474443167e+00
1.0180000000e+02	1.5000000000e+00	1.3521442492e+00	1.5511912495e+01	6.8975685159e+00	6.1098112087e+00	2.7921442492e+00
1.0200000000e+02	1.5000000000e+00	1.2942115100e+00	1.5190063944e+01	6.9996612930e+00	6.1852767374e+00	2.7342115100e+00
1.0220000000e+02	1.5000000000e+00	1.2341520096e+00	1.4856400053e+01	7.0890101676e+00	6.2479041016e+00	2.6741520096e+00
1.0240000000e+02	1.5000000000e+00	1.1724123463e+00	1.4513401924e+01	7.1672059187e+00	6.2991587468e+00	2.6124123463e+00
1.0260000000e+02	1.5000000000e+00	1.1093872386e+00	1.4163262436e+01	7.2356407537e+00	6.3403214106e+00	2.5493872386e+00
1.0280000000e+02	1.5000000000e+00	1.0454260509e+00	1.3807922505e+01	7.2955330954e+00	6.3725107194e+00	2.4854260509e+00
1.0300000000e+02	1.5000000000e+00	9.8083851687e-01	1.3449102871e+01	7.3479492749e+00	6.3967031947e+00	2.4208385169e+00
1.0320000000e+02	1.5000000000e+00	9.1589975226e-01	1.3088331957e+01	7.3938225167e+00	6.4137509570e+00	2.3558997523e+00
1.0340000000e+02	1.5000000000e+00	8.5085463988e-01	1.2726970222e+01	7.4339695539e+00	6.4243973959e+00	2.2908546399e+00
1.0360000000e+02	1.5000000000e+00	7.8592165877e-01	1.2366231438e+01	7.4691051698e+00	6.4292910470e+00	2.2259216588e+00
1.0380000000e+02	1.5000000000e+00	7.2129622117e-01	1.2007201229e+01	7.4998549233e+00	6.4289978976e+00	2.1612962212e+00
1.0400000000e+02	1.5000000000e+00	6.5715357322e-01	1.1650853185e+01	7.5267662872e+00	6.4240123149e+00	2.0971535732e+00
1.0420000000e+02	1.5000000000e+00	5.9365130808e-01	1.1298062823e+01	7.5503183948e+00	6.4147667742e+00	2.0336513081e+00
1.0440000000e+02	1.5000000000e+00	5.3093153407e-01	1.0949619634e+01	7.5709305711e+00	6.4016405401e+00	1.9709315341e+00
1.0460000000e+02	1.5000000000e+00	4.6912273509e-01	1.0606237417e+01	7.5889697977e+00	6.3849674382e+00	1.9091227351e+00
1.0480000000e+02	1.5000000000e+00	4.0834135534e-01	1.0268563085e+01	7.6047572476e+00	6.3650428337e+00	1.8483413553e+00
1.0500000000e+02	1.5000000000e+00	3.4869313698e-01	9.9371840943e+00	7.6185740025e+00	6.3421299195e+00	1.7886931370e+00
1.0520000000e+02	1.5000000000e+00	2.9027423507e-01	9.6126346393e+00	7.6306660578e+00	6.3164653971e+00	1.7302742351e+00
1.0540000000e+02	1.5000000000e+00	2.3317213186e-01	9.2954007326e+00	7.6412487019e+00	6.2882646188e+00	1.6731721319e+00
1.0560000000e+02	1.5000000000e+00	1.7746636992e-01	8.9859242773e+00	7.6505103497e+00	6.2577262459e+00	1.6174663699e+00
1.0580000000e+02	1.5000000000e+00	1.2322912174e-01	8.6846062319e+00	7.6586158967e+00	6.2250364591e+00	1.5632291217e+00
1.0600000000e+02	1.5000000000e+00	7.0525612496e-02	8.3918089583e+00	7.6657096552e+00	6.1903727459e+00	1.5105256125e+00
1.0620000000e+02	1.5000000000e+00	1.9414411812e-02	8.1078578434e+00	7.6719179234e+00	6.1539072742e+00	1.4594144118e+00
1.0640000000e+02	1.5000000000e+00	-3.0052389874e-02	7.8330422785e+00	7.6773512341e+00	6.1158098481e+00	1.4099476101e+00
1.0660000000e+02	1.5000000000e+00	-7.7829104385e-02	7.5676160867e+00	7.6821063226e+00	6.0762504327e+00	1.3621708956e+00
1.0680000000e+02	1.5000000000e+00	-1.2387645187e-01	7.3117974896e+00	7.6862678492e+00	6.0354012238e+00	1.3161235481e+00
1.0700000000e+02	1.5000000000e+00	-1.6816163248e-01	7.0657687084e+00	7.6899099062e+00	5.9934382327e+00	1.2718383675e+00
1.0720000000e+02	1.5000000000e+00	-2.1065844541e-01	6.8296753033e+00	7.6930973374e+00	5.9505423570e+00	1.2293415546e+00
1.0740000000e+02	1.5000000000e+00	-2.5134743588e-01	6.6036253562e+00	7.6958868921e+00	5.9068999073e+00	1.1886525641e+00
1.0760000000e+02	1.5000000000e+00	-2.9021605017e-01	6.3876886102e+00	7.6983282360e+00	5.8627025723e+00	1.1497839498e+00
1.0780000000e+02	1.5000000000e+00	-3.2725877819e-01	6.1818956767e+00	7.7004648350e+00	5.8181468150e+00	1.1127412218e+00
1.0800000000e+02	1.5000000000e+00	-3.6247726356e-01	5.9862374247e+00	7.7023347294e+00	5.7734327146e+00	1.0775227364e+00
1.0820000000e+02	1.5000000000e+00	-3.9588036190e-01	5.8006646561e+00	7.7039712111e+00	5.7287622896e+00	1.0441196381e+00
1.0840000000e+02	1.5000000000e+00	-4.2748413027e-01	5.6250881652e+00	7.7054034163e+00	5.6843373645e+00	1.0125158697e+00
1.0860000000e+02	1.5000000000e+00	-4.5731173310e-01	5.4593792605e+00	7.7066568440e+00	5.6403570690e+00	9.8268826690e-01
1.0880000000e+02	1.5000000000e+00	-4.8539325407e-01	5.3033708107e+00	7.7077538105e+00	5.5970150817e+00	9.5460674593e-01
1.0900000000e+02	1.5000000000e+00	-5.1176540743e-01	5.1568588476e+00	7.7087138463e+00	5.5544967490e+00	9.2823459257e-01
1.0920000000e+02	1.5000000000e+00	-5.3647114755e-01	5.0196047358e+00	7.7095540440e+00	5.5129762212e+00	9.0352885245e-01
1.0940000000e+02	1.5000000000e+00	-5.5955918056e-01	4.8913378858e+00	7.7102893627e+00	5.4726137501e+00	8.8044081944e-01
1.0960000000e+02	1.5000000000e+00	-5.8108338674e-01	4.7717589625e+00	7.7109328939e+00	5.4335532835e+00	8.5891661326e-01
1.0980000000e+02	1.5000000000e+00	-6.0110216726e-01	4.6605435152e+00	7.7114960953e+00	5.3959204737e+00	8.3889783274e-01
1.1000000000e+02	1.5000000000e+00	-6.1967773209e-01	4.5573459328e+00	7.7119889941e+00	5.3598211893e+00	8.2032226791e-01
1.1020000000e+02	1.5000000000e+00	-6.3687534882e-01	4.4618036177e+00	7.7124203660e+00	5.3253405901e+00	8.0312465118e-01
1.1040000000e+02	1.5000000000e+00	-6.5276257315e-01	4.3735412603e+00	7.7127978912e+00	5.2925427846e+00	7.8723742685e-01
1.1060000000e+02	1.5000000000e+00	-6.6740848213e-01	4.2921750993e+00	7.7131282912e+00	5.2614710599e+00	7.7259151787e-01
1.1080000000e+02	1.5000000000e+00	-6.8088292980e-01	4.2173170567e+00	7.7134174484e+00	5.2321486380e+00	7.5911707020e-01
1.1100000000e+02	1.5000000000e+00	-6.9325584295e-01	4.1485786503e+00	7.7136705111e+00	5.2045798904e+00	7.4674415705e-01
1.1120000000e+02	1.5000000000e+00	-7.0459657162e-01	4.0855746021e+00	7.7138919848e+00	5.1787519235e+00	7.3540342838e-01
1.1140000000e+02	1.5000000000e+00	-7.1497330561e-01	4.0279260799e+00	7.7140858127e+00	5.1546364398e+00	7.2502669439e-01
1.1160000000e+02	1.5000000000e+00	-7.2445256473e-01	3.9752635293e+00	7.7142554457e+00	5.1321917734e+00	7.1554743527e-01
1.1180000000e+02	1.5000000000e+00	-7.3309876695e-01	3.9272290725e+00	7.7144039040e+00	5.1113650102e+00	7.0690123305e-01
1.1200000000e+02	1.5000000000e+00	-7.4097387540e-01	3.8834784700e+00	7.7145338307e+00	5.0920941056e+00	6.9902612460e-01
1.1220000000e+02	1.5000000000e+00	-7.4813712240e-01	3.8436826533e+00	7.7146475391e+00	5.0743099312e+00	6.9186287760e-01
1.1240000000e+02	1.5000000000e+00	-7.5464480650e-01	3.8075288528e+00	7.7147470537e+00	5.0579381942e+00	6.8535519350e-01
1.1260000000e+02	1.5000000000e+00	-7.6055015669e-01	3.7747213517e+00	7.7148341461e+00	5.0429011900e+00	6.7944984331e-01
1.1280000000e+02	1.5000000000e+00	-7.6590325688e-01	3.7449819062e+00	7.7149103672e+00	5.0291193610e+00	6.7409674312e-01
1.1300000000e+02	1.5000000000e+00	-7.7075102321e-01	3.7180498711e+00	7.7149770738e+00	5.0165126505e+00	6.6924897679e-01
1.1320000000e+02	1.5000000000e+00	-7.7513722621e-01	3.6936820766e+00	7.7150354536e+00	5.0050016478e+00	6.6486277379e-01
1.1340000000e+02	1.5000000000e+00	-7.7910255038e-01	3.6716524979e+00	7.7150865461e+00	4.9945085315e+00	6.6089744962e-01
1.1360000000e+02	1.5000000000e+00	-7.8268468378e-01	3.6517517568e+00	7.7151312608e+00	4.9849578234e+00	6.5731531622e-01
1.1380000000e+02	1.5000000000e+00	-7.8591843094e-01	3.6337864948e+00	7.7151703940e+00	4.9762769691e+00	6.5408156906e-01
1.1400000000e+02	1.5000000000e+00	-7.8883584321e-01	3.6175786488e+00	7.7152046423e+00	4.9683967649e+00	6.5116415679e-01
1.1420000000e+02	1.5000000000e+00	-7.9146636106e-01	3.6029646608e+00	7.7152346155e+00	4.9612516502e+00	6.4853363894e-01
1.1440000000e+02	1.5000000000e+00	-7.9383696401e-01	3.5897946444e+00	7.7152608473e+00	4.9547798858e+00	6.4616303599e-01
1.1460000000e+02	1.5000000000e+00	-7.9597232423e-01	3.5779315320e+00	7.7152838046e+00	4.9489236368e+00	6.4402767577e-01
1.1480000000e+02	1.5000000000e+00	-7.9789496082e-01	3.5672502177e+00	7.7153038963e+00	4.9436289779e+00	6.4210503918e-01
1.1500000000e+02	1.5000000000e+00	-7.9962539211e-01	3.5576367105e+00	7.7153214799e+00	4.9388458368e+00	6.4037460789e-01
1.1520000000e+02	1.5000000000e+00	-8.0118228421e-01	3.5489873100e+00	7.7153368687e+00	4.9345278894e+00	6.3881771579e-01
1.1540000000e+02	1.5000000000e+00	-8.0258259415e-01	3.5412078103e+00	7.7153503365e+00	4.9306324192e+00	6.3741740585e-01
1.1560000000e+02	1.5000000000e+00	-8.0384170668e-01	3.5342127407e+00	7.7153621232e+00	4.9271201510e+00	6.3615829332e-01
1.1580000000e+02	1.5000000000e+00	-8.0497356396e-01	3.5279246447e+00	7.7153724386e+00	4.9239550679e+00	6.3502643604e-01
1.1600000000e+02	1.5000000000e+00	-8.0599078763e-01	3.5222734021e+00	7.7153814664e+00	4.9211042169e+00	6.3400921237e-01
1.1620000000e+02	1.5000000000e+00	-8.0690479316e-01	3.5171955935e+00	7.7153893672e+00	4.9185375114e+00	6.3309520684e-01
1.1640000000e+02	1.5000000000e+00	-8.0772589640e-01	3.5126339089e+00	7.7153962818e+00	4.9162275326e+00	6.3227410360e-01
1.1660000000e+02	1.5000000000e+00	-8.0846341232e-01	3.5085365982e+00	7.7154023333e+00	4.9141493342e+00	6.3153658768e-01
1.1680000000e+02	1.5000000000e+00	-8.0912574639e-01	3.5048569645e+00	7.7154076294e+00	4.9122802533e+00	6.3087425361e-01
1.1700000000e+02	1.5000000000e+00	-8.0972047866e-01	3.5015528963e+00	7.7154122644e+00	4.9105997288e+00	6.3027952134e-01
1.1720000000e+02	1.5000000000e+00	-8.1025444100e-01	3.4985864389e+00	7.7154163208e+00	4.9090891287e+00	6.2974555900e-01
1.1740000000e+02	1.5000000000e+00	-8.1073378788e-01	3.4959234007e+00	7.7154198709e+00	4.9077315869e+00	6.2926621212e-01
1.1760000000e+02	1.5000000000e+00	-8.1116406100e-01	3.4935329945e+00	7.7154229779e+00	4.9065118507e+00	6.2883593900e-01
1.1780000000e+02	1.5000000000e+00	-8.1155024828e-01	3.4913875095e+00	7.7154256970e+00	4.9054161380e+00	6.2844975172e-01
1.1800000000e+02	1.5000000000e+00	-8.1189683759e-01	3.4894620134e+00	7.7154280767e+00	4.9044320053e+00	6.2810316241e-01
1.1820000000e+02	1.5000000000e+00	-8.1220786550e-01	3.4877340805e+00	7.7154301593e+00	4.9035482255e+00	6.2779213450e-01
1.1840000000e+02	1.5000000000e+00	-8.1248696163e-01	3.4861835465e+00	7.7154319820e+00	4.9027546749e+00	6.2751303837e-01
1.1860000000e+02	1.5000000000e+00	-8.1273738878e-01	3.4847922846e+00	7.7154335771e+00	4.9020422300e+00	6.2726261122e-01
1.1880000000e+02	1.5000000000e+00	-8.1296207931e-01	3.4835440039e+00	7.7154349732e+00	4.9014026730e+00	6.2703792069e-01
1.1900000000e+02	1.5000000000e+00	-8.1316366804e-01	3.4824240665e+00	7.7154361949e+00	4.9008286048e+00	6.2683633196e-01
1.1920000000e+02	1.5000000000e+00	-8.1334452198e-01	3.4814193223e+00	7.7154372642e+00	4.9003133664e+00	6.2665547802e-01
1.1940000000e+02	1.5000000000e+00	-8.1350676718e-01	3.4805179601e+00	7.7154382000e+00	4.8998509668e+00	6.2649323282e-01
1.1960000000e+02	1.5000000000e+00	-8.1365231296e-01	3.4797093725e+00	7.7154390190e+00	4.8994360179e+00	6.2634768704e-01
1.1980000000e+02	1.5000000000e+00	-8.1378287375e-01	3.4789840347e+00	7.7154397357e+00	4.8990636752e+00	6.2621712625e-01
1.2000000000e+02	1.5000000000e+00	-8.1389998881e-01	3.4783333955e+00	7.7154403630e+00	4.8987295840e+00	6.2610001119e-01
1.2020000000e+02	1.5000000000e+00	-8.1400503995e-01	3.4777497781e+00	7.7154409120e+00	4.8984298309e+00	6.2599496005e-01
1.2040000000e+02	1.5000000000e+00	-8.1409926752e-01	3.4772262916e+00	7.7154413924e+00	4.8981608998e+00	6.2590073248e-01
1.2060000000e+02	1.5000000000e+00	-8.1418378477e-01	3.4767567513e+00	7.7154418129e+00	4.8979196321e+00	6.2581621523e-01
1.2080000000e+02	1.5000000000e+00	-8.1425959083e-01	3.4763356065e+00	7.7154421809e+00	4.8977031907e+00	6.2574040917e-01
1.2100000000e+02	1.5000000000e+00	-8.1432758228e-01	3.4759578762e+00	7.7154425030e+00	4.8975090282e+00	6.2567241772e-01
1.2120000000e+02	1.5000000000e+00	-8.1438856368e-01	3.4756190906e+00	7.7154427848e+00	4.8973348569e+00	6.2561143632e-01
1.2140000000e+02	1.5000000000e+00	-8.1444325695e-01	3.4753152392e+00	7.7154430315e+00	4.8971786232e+00	6.2555674305e-01
1.2160000000e+02	1.5000000000e+00	-8.1449230980e-01	3.4750427234e+00	7.7154432474e+00	4.8970384833e+00	6.2550769020e-01
1.2180000000e+02	1.5000000000e+00	-8.1453630335e-01	3.4747983147e+00	7.7154434363e+00	4.8969127827e+00	6.2546369665e-01
1.2200000000e+02	1.5000000000e+00	-8.1457575896e-01	3.4745791169e+00	7.7154436017e+00	4.8968000358e+00	6.2542424104e-01
1.2220000000e+02	1.5000000000e+00	-8.1461114436e-01	3.4743825314e+00	7.7154437464e+00	4.8966989100e+00	6.2538885564e-01
1.2240000000e+02	1.5000000000e+00	-8.1464287910e-01	3.4742062272e+00	7.7154438730e+00	4.8966082089e+00	6.2535712090e-01
1.2260000000e+02	1.5000000000e+00	-8.1467133957e-01	3.4740481135e+00	7.7154439838e+00	4.8965268593e+00	6.2532866043e-01
1.2280000000e+02	1.5000000000e+00	-8.1469686339e-01	3.4739063145e+00	7.7154440808e+00	4.8964538981e+00	6.2530313661e-01
1.2300000000e+02	1.5000000000e+00	-8.1471975339e-01	3.4737791478e+00	7.7154441657e+00	4.8963884613e+00	6.2528024661e-01
1.2320000000e+02	1.5000000000e+00	-8.1474028124e-01	3.4736651042e+00	7.7154442400e+00	4.8963297735e+00	6.2525971876e-01
1.2340000000e+02	1.5000000000e+00	-8.1475869056e-01	3.4735628302e+00	7.7154443051e+00	4.8962771394e+00	6.2524130944e-01
1.2360000000e+02	1.5000000000e+00	-8.1477519992e-01	3.4734711116e+00	7.7154443620e+00	4.8962299349e+00	6.2522480008e-01
1.2380000000e+02	1.5000000000e+00	-8.1479000530e-01	3.4733888594e+00	7.7154444118e+00	4.8961876003e+00	6.2520999470e-01
1.2400000000e+02	1.5000000000e+00	-8.1480328253e-01	3.4733150971e+00	7.7154444554e+00	4.8961496337e+00	6.2519671747e-01
1.2420000000e+02	1.5000000000e+00	-8.1481518927e-01	3.4732489485e+00	7.7154444935e+00	4.8961155844e+00	6.2518481073e-01
1.2440000000e+02	1.5000000000e+00	-8.1482586694e-01	3.4731896281e+00	7.7154445269e+00	4.8960850487e+00	6.2517413306e-01
1.2460000000e+02	1.5000000000e+00	-8.1483544237e-01	3.4731364313e+00	7.7154445561e+00	4.8960576641e+00	6.2516455763e-01
1.2480000000e+02	1.5000000000e+00	-8.1484402932e-01	3.4730887260e+00	7.7154445817e+00	4.8960331056e+00	6.2515597068e-01
1.2500000000e+02	1.5000000000e+00	-8.1485172980e-01	3.4730459455e+00	7.7154446040e+00	4.8960110817e+00	6.2514827020e-01
1.2520000000e+02	1.5000000000e+00	-8.1485863530e-01	3.4730075816e+00	7.7154446236e+00	4.8959913309e+00	6.2514136470e-01
1.2540000000e+02	1.5000000000e+00	-8.1486482788e-01	3.4729731784e+00	7.7154446408e+00	4.8959736186e+00	6.2513517212e-01
1.2560000000e+02	1.5000000000e+00	-8.1487038112e-01	3.4729423271e+00	7.7154446558e+00	4.8959577346e+00	6.2512961888e-01
1.2580000000e+02	1.5000000000e+00	-8.1487536101e-01	3.4729146610e+00	7.7154446689e+00	4.8959434902e+00	6.2512463899e-01
1.2600000000e+02	1.5000000000e+00	-8.1487982675e-01	3.4728898514e+00	7.7154446804e+00	4.8959307161e+00	6.2512017325e-01
1.2620000000e+02	1.5000000000e+00	-8.1488383139e-01	3.4728676034e+00	7.7154446904e+00	4.8959192608e+00	6.2511616861e-01
1.2640000000e+02	1.5000000000e+00	-8.1488742256e-01	3.4728476525e+00	7.7154446992e+00	4.8959089880e+00	6.2511257744e-01
1.2660000000e+02	1.5000000000e+00	-8.1489064292e-01	3.4728297616e+00	7.7154447069e+00	4.8958997757e+00	6.2510935708e-01
1.2680000000e+02	1.5000000000e+00	-8.1489353076e-01	3.4728137180e+00	7.7154447137e+00	4.8958915144e+00	6.2510646924e-01
1.2700000000e+02	1.5000000000e+00	-8.1489612042e-01	3.4727993310e+00	7.7154447196e+00	4.8958841061e+00	6.2510387958e-01
1.2720000000e+02	1.5000000000e+00	-8.1489844267e-01	3.4727864296e+00	7.7154447247e+00	4.8958774626e+00	6.2510155733e-01
1.2740000000e+02	1.5000000000e+00	-8.1490052512e-01	3.4727748604e+00	7.7154447293e+00	4.8958715051e+00	6.2509947488e-01
1.2760000000e+02	1.5000000000e+00	-8.1490239254e-01	3.4727644859e+00	7.7154447332e+00	4.8958661626e+00	6.2509760746e-01
1.2780000000e+02	1.5000000000e+00	-8.1490406712e-01	3.4727551827e+00	7.7154447367e+00	4.8958613717e+00	6.2509593288e-01
1.2800000000e+02	1.5000000000e+00	-8.1490556878e-01	3.4727468401e+00	7.7154447397e+00	4.8958570756e+00	6.2509443122e-01
1.2820000000e+02	1.5000000000e+00	-8.1490691537e-01	3.4727393591e+00	7.7154447424e+00	4.8958532230e+00	6.2509308463e-01
1.2840000000e+02	1.5000000000e+00	-8.1490812290e-01	3.4727326506e+00	7.7154447447e+00	4.8958497682e+00	6.2509187710e-01
1.2860000000e+02	1.5000000000e+00	-8.1490920573e-01	3.4727266348e+00	7.7154447467e+00	4.8958466701e+00	6.2509079427e-01
1.2880000000e+02	1.5000000000e+00	-8.1491017674e-01	3.4727212404e+00	7.7154447485e+00	4.8958438919e+00	6.2508982326e-01
1.2900000000e+02	1.5000000000e+00	-8.1491104747e-01	3.4727164030e+00	7.7154447500e+00	4.8958414006e+00	6.2508895253e-01
1.2920000000e+02	1.5000000000e+00	-8.1491182828e-01	3.4727120651e+00	7.7154447514e+00	4.8958391666e+00	6.2508817172e-01
1.2940000000e+02	1.5000000000e+00	-8.1491252845e-01	3.4727081753e+00	7.7154447526e+00	4.8958371633e+00	6.2508747155e-01
1.2960000000e+02	1.5000000000e+00	-8.1491315632e-01	3.4727046871e+00	7.7154447536e+00	4.8958353668e+00	6.2508684368e-01
1.2980000000e+02	1.5000000000e+00	-8.1491371934e-01	3.4727015592e+00	7.7154447545e+00	4.8958337558e+00	6.2508628066e-01
1.3000000000e+02	1.5000000000e+00	-8.1491422422e-01	3.4726987544e+00	7.7154447553e+00	4.8958323112e+00	6.2508577578e-01
1.3020000000e+02	1.5000000000e+00	-8.1491467695e-01	3.4726962392e+00	7.7154447560e+00	4.8958310158e+00	6.2508532305e-01
1.3040000000e+02	1.5000000000e+00	-8.1491508293e-01	3.4726939837e+00	7.7154447566e+00	4.8958298542e+00	6.2508491707e-01
1.3060000000e+02	1.5000000000e+00	-8.1491544698e-01	3.4726919612e+00	7.7154447572e+00	4.8958288125e+00	6.2508455302e-01
1.3080000000e+02	1.5000000000e+00	-8.1491577343e-01	3.4726901476e+00	7.7154447577e+00	4.8958278784e+00	6.2508422657e-01
1.3100000000e+02	1.5000000000e+00	-8.1491606616e-01	3.4726885213e+00	7.7154447581e+00	4.8958270407e+00	6.2508393384e-01
1.3120000000e+02	1.5000000000e+00	-8.1491632867e-01	3.4726870630e+00	7.7154447584e+00	4.8958262896e+00	6.2508367133e-01
1.3140000000e+02	1.5000000000e+00	-8.1491656406e-01	3.4726857552e+00	7.7154447587e+00	4.8958256160e+00	6.2508343594e-01
1.3160000000e+02	1.5000000000e+00	-8.1491677513e-01	3.4726845826e+00	7.7154447590e+00	4.8958250120e+00	6.2508322487e-01
1.3180000000e+02	1.5000000000e+00	-8.1491696441e-01	3.4726835310e+00	7.7154447592e+00	4.8958244704e+00	6.2508303559e-01
1.3200000000e+02	1.5000000000e+00	-8.1491713414e-01	3.4726825881e+00	7.7154447595e+00	4.8958239847e+00	6.2508286586e-01
1.3220000000e+02	1.5000000000e+00	-8.1491728634e-01	3.4726817426e+00	7.7154447596e+00	4.8958235492e+00	6.2508271366e-01
1.3240000000e+02	1.5000000000e+00	-8.1491742282e-01	3.4726809843e+00	7.7154447598e+00	4.8958231587e+00	6.2508257718e-01
1.3260000000e+02	1.5000000000e+00	-8.1491754520e-01	3.4726803044e+00	7.7154447599e+00	4.8958228085e+00	6.2508245480e-01
